page,image_path,separator_bbox,line_index,line_bbox,line_text,emitted_as_body,suggested_previous_page,suggested_previous_note_xml_id,suggested_previous_n,previous_note_tail,candidate_strength,reason
464,ocr/beck2020_fresh/images/beck-0464.png,211 1359 1302 1363,26,222 1404 1330 1458,"Hemlock - "" mM κώνειον IV, 78",true,,,,,weak,below footnote rule without a printed note label
464,ocr/beck2020_fresh/images/beck-0464.png,211 1359 1302 1363,27,223 1454 1346 1506,"Hemp, κάνναβις III, 148",true,,,,,weak,below footnote rule without a printed note label
464,ocr/beck2020_fresh/images/beck-0464.png,211 1359 1302 1363,28,223 1505 1436 1554,Hemp mallow: κάνναβις ἀγρία HIR M9 |,true,,,,,weak,below footnote rule without a printed note label
465,ocr/beck2020_fresh/images/beck-0465.png,369 1359 1451 1366,19,184 1412 667 1461,Conium m maculatum L. (A. p. 73),true,,,,,weak,below footnote rule without a printed note label
465,ocr/beck2020_fresh/images/beck-0465.png,369 1359 1451 1366,20,179 1453 625 1511,Cannabis; sativa L. (A. p. 47),true,,,,,weak,below footnote rule without a printed note label
465,ocr/beck2020_fresh/images/beck-0465.png,369 1359 1451 1366,21,182 1514 657 1557,Althaea cannabina L. (A. p. 47),true,,,,,weak,below footnote rule without a printed note label
466,ocr/beck2020_fresh/images/beck-0466.png,265 1354 1353 1358,25,221 1401 1337 1458,"Horsetal] — ^ ἔφεδρον OV, 46.",true,,,,,weak,below footnote rule without a printed note label
466,ocr/beck2020_fresh/images/beck-0466.png,265 1354 1353 1358,26,221 1453 1400 1502,Horsetail —' — Jüvofócov | — HV46 —,true,,,,,weak,below footnote rule without a printed note label
466,ocr/beck2020_fresh/images/beck-0466.png,265 1354 1353 1358,27,213 1495 1403 1554,"|Horsetail, Another — MEN ἵππουρις; ἑτέρα m | IIS 47.",true,,,,,weak,below footnote rule without a printed note label
467,ocr/beck2020_fresh/images/beck-0467.png,171 1345 1452 1353,22,158 1401 687 1449,Equisetum silvaticum L. (A. p. 124),true,,,,,weak,below footnote rule without a printed note label
467,ocr/beck2020_fresh/images/beck-0467.png,171 1345 1452 1353,23,156 1449 669 1497,Equisetum silvaticum L. (A. p. 15),true,,,,,weak,below footnote rule without a printed note label
467,ocr/beck2020_fresh/images/beck-0467.png,171 1345 1452 1353,24,156 1497 1020 1545,Equisetum maximum Lmk. = F. telmateia Ehr. (A. p. 124),true,,,,,weak,below footnote rule without a printed note label
468,ocr/beck2020_fresh/images/beck-0468.png,434 1359 1312 1361,25,207 1367 1421 1410,"Juniper —— ἄρκευθος Ι,75 |",true,,,,,weak,below footnote rule without a printed note label
468,ocr/beck2020_fresh/images/beck-0468.png,434 1359 1312 1361,26,207 1418 1422 1457,"Kermes oak |. κόκκος βαφική IV, 48 q",true,,,,,weak,below footnote rule without a printed note label
468,ocr/beck2020_fresh/images/beck-0468.png,434 1359 1312 1361,27,208 1466 1422 1505,"Kidney bean σμῖλαξ κηπαία Il, 146 |",true,,,,,weak,below footnote rule without a printed note label
468,ocr/beck2020_fresh/images/beck-0468.png,434 1359 1312 1361,28,208 1514 1423 1553,"King's clover μελίλωτος ΠῚ, 40 |",true,,,,,weak,below footnote rule without a printed note label
469,ocr/beck2020_fresh/images/beck-0469.png,214 1357 1324 1363,26,144 1410 615 1457,Quercus coccifera L. (A. p. 70),true,,,,,weak,below footnote rule without a printed note label
469,ocr/beck2020_fresh/images/beck-0469.png,214 1357 1324 1363,27,144 1453 1051 1510,Vigna si sinensis Endl. (A. p.161 ») Phaseolus vulgaris L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
469,ocr/beck2020_fresh/images/beck-0469.png,214 1357 1324 1363,28,148 1512 634 1549,Melilotus Adans. Sp. (A. p. 158),true,,,,,weak,below footnote rule without a printed note label
470,ocr/beck2020_fresh/images/beck-0470.png,273 1371 921 1374,25,216 1379 1296 1422,"Lime tree QU Opa. 1, 96",true,,,,,weak,below footnote rule without a printed note label
470,ocr/beck2020_fresh/images/beck-0470.png,273 1371 921 1374,26,216 1430 1326 1465,"Linseed o^ λινόσπερμον It, 103",true,,,,,weak,below footnote rule without a printed note label
470,ocr/beck2020_fresh/images/beck-0470.png,273 1371 921 1374,27,217 1474 1322 1518,"Liverwort λειχήν IV, 53",true,,,,,weak,below footnote rule without a printed note label
470,ocr/beck2020_fresh/images/beck-0470.png,273 1371 921 1374,28,216 1513 1341 1569,"Lonchitis |». Domus 0| ΠΙ, 144",true,,,,,weak,below footnote rule without a printed note label
471,ocr/beck2020_fresh/images/beck-0471.png,238 1364 1453 1369,25,156 1410 558 1467,Linum usitatissimum (LSJ),true,,,,,weak,below footnote rule without a printed note label
471,ocr/beck2020_fresh/images/beck-0471.png,238 1364 1453 1369,26,155 1510 605 1560,|Serapias lingua L. (A. p. 147),true,,,,,weak,below footnote rule without a printed note label
472,ocr/beck2020_fresh/images/beck-0472.png,800 1357 1345 1358,26,214 1400 1324 1457,"IMaroram Ἰκονίλ᾽ ΠῚ, 29",true,,,,,weak,below footnote rule without a printed note label
472,ocr/beck2020_fresh/images/beck-0472.png,800 1357 1345 1358,27,219 1452 1324 1501,"Μαήοιαπι Ὁ || Ἡρακλεία ΠῚ, 29",true,,,,,weak,below footnote rule without a printed note label
472,ocr/beck2020_fresh/images/beck-0472.png,800 1357 1345 1358,28,211 1496 1324 1553,"[Marjoram —— v ᾿Ἰάμάρακον TH, 39",true,,,,,weak,below footnote rule without a printed note label
473,ocr/beck2020_fresh/images/beck-0473.png,217 1355 1460 1360,25,158 1402 687 1459,|~Origanum viride Boiss. (A. p. 73),true,,,,,weak,below footnote rule without a printed note label
473,ocr/beck2020_fresh/images/beck-0473.png,217 1355 1460 1360,26,166 1463 706 1498,|-Origanum viride Boiss. (A. p. 120),true,,,,,weak,below footnote rule without a printed note label
473,ocr/beck2020_fresh/images/beck-0473.png,217 1355 1460 1360,27,166 1510 742 1545,|Majorana hortensis Moench (A. p. 13),true,,,,,weak,below footnote rule without a printed note label
474,ocr/beck2020_fresh/images/beck-0474.png,198 1356 1387 1359,25,209 1362 1334 1407,"Miltwaste πτέρυξ ΤΙ, 134",true,,,,,weak,below footnote rule without a printed note label
474,ocr/beck2020_fresh/images/beck-0474.png,198 1356 1387 1359,26,209 1412 1335 1455,"Miltwaste ἡμιόνιον TH, 134",true,,,,,weak,below footnote rule without a printed note label
474,ocr/beck2020_fresh/images/beck-0474.png,198 1356 1387 1359,27,209 1459 1335 1501,"Miltwaste GonAnvoc IH, 134",true,,,,,weak,below footnote rule without a printed note label
474,ocr/beck2020_fresh/images/beck-0474.png,198 1356 1387 1359,28,209 1510 1323 1546,Monk's rhubarb ὀξυλάπαθον IL 114,true,,,,,weak,below footnote rule without a printed note label
475,ocr/beck2020_fresh/images/beck-0475.png,269 1356 1460 1359,24,162 1403 757 1448,ICeterach officinarum Willd. (A. p. 119),true,,,,,weak,below footnote rule without a printed note label
475,ocr/beck2020_fresh/images/beck-0475.png,269 1356 1460 1359,25,162 1451 739 1496,ICeterach officinarum Willd. (A. p. 29),true,,,,,weak,below footnote rule without a printed note label
475,ocr/beck2020_fresh/images/beck-0475.png,269 1356 1460 1359,26,166 1499 532 1544,Rumex L. sp. (A. p. 183),true,,,,,weak,below footnote rule without a printed note label
477,ocr/beck2020_fresh/images/beck-0477.png,257 1355 1471 1360,17,167 1401 819 1457,|-Narcissus tazetta (LSJ) see also (A. p. 41),true,,,,,weak,below footnote rule without a printed note label
477,ocr/beck2020_fresh/images/beck-0477.png,257 1355 1471 1360,18,168 1450 383 1507,(Undetermined,true,,,,,weak,below footnote rule without a printed note label
477,ocr/beck2020_fresh/images/beck-0477.png,257 1355 1471 1360,19,174 1511 386 1549,Underermined,true,,,,,weak,below footnote rule without a printed note label
478,ocr/beck2020_fresh/images/beck-0478.png,281 1361 1308 1363,25,204 1372 1285 1410,"Oil, zukkum ἔλαιον βαλάνινον 1,34",true,,,,,weak,below footnote rule without a printed note label
478,ocr/beck2020_fresh/images/beck-0478.png,281 1361 1308 1363,26,202 1416 1412 1462,"Oleander m podddevdpov IV, 81]",true,,,,,weak,below footnote rule without a printed note label
478,ocr/beck2020_fresh/images/beck-0478.png,281 1361 1308 1363,27,202 1465 1418 1509,"Oleander ῥοδοδάφνη IV, 81 |",true,,,,,weak,below footnote rule without a printed note label
478,ocr/beck2020_fresh/images/beck-0478.png,281 1361 1308 1363,28,207 1516 1421 1555,"Oleander ὀνοθήρας uu IV,117 |",true,,,,,weak,below footnote rule without a printed note label
479,ocr/beck2020_fresh/images/beck-0479.png,356 1356 1491 1361,3,191 1406 661 1450,INerium oleander L. (A. p. 217),true,,,,,weak,below footnote rule without a printed note label
479,ocr/beck2020_fresh/images/beck-0479.png,356 1356 1491 1361,4,191 1454 488 1491,INerium oleander L.,true,,,,,weak,below footnote rule without a printed note label
479,ocr/beck2020_fresh/images/beck-0479.png,356 1356 1491 1361,5,194 1498 862 1554,Epilobium angustifolium L. (A. pp. 178-179),true,,,,,weak,below footnote rule without a printed note label
481,ocr/beck2020_fresh/images/beck-0481.png,240 1355 1460 1359,20,159 1404 671 1454,|Paronychia Miller sp. (A. p. 189),true,,,,,weak,below footnote rule without a printed note label
481,ocr/beck2020_fresh/images/beck-0481.png,240 1355 1460 1359,21,163 1460 786 1496,Petroselinum hortense Hoffm. (A. p. 195),true,,,,,weak,below footnote rule without a printed note label
481,ocr/beck2020_fresh/images/beck-0481.png,240 1355 1460 1359,22,163 1508 622 1544,Pastinaca sativa L. (A. p. 241),true,,,,,weak,below footnote rule without a printed note label
482,ocr/beck2020_fresh/images/beck-0482.png,216 1355 1446 1359,25,226 1361 1338 1404,Pimpernel ἀναγαλλὶς ἄρρην IL 178,true,,,,,weak,below footnote rule without a printed note label
482,ocr/beck2020_fresh/images/beck-0482.png,216 1355 1446 1359,26,226 1411 1338 1453,"Pimpernel | ἀναγαλλίς IL, 178",true,,,,,weak,below footnote rule without a printed note label
482,ocr/beck2020_fresh/images/beck-0482.png,216 1355 1446 1359,27,226 1458 1336 1500,"Pimpinell τράγιον ἄλλο IV, 50",true,,,,,weak,below footnote rule without a printed note label
482,ocr/beck2020_fresh/images/beck-0482.png,216 1355 1446 1359,28,226 1508 1309 1549,"Pine nuts πιτυίδες I, 69",true,,,,,weak,below footnote rule without a printed note label
483,ocr/beck2020_fresh/images/beck-0483.png,223 1358 1436 1361,26,177 1403 649 1460,Anagallis arvensis L. (A. p. 15),true,,,,,weak,below footnote rule without a printed note label
483,ocr/beck2020_fresh/images/beck-0483.png,223 1358 1436 1361,27,178 1455 715 1504,Pimpinella tragium Vill. (A. p. 263),true,,,,,weak,below footnote rule without a printed note label
484,ocr/beck2020_fresh/images/beck-0484.png,287 1364 1448 1365,25,230 1366 1359 1417,Quinces στρούθια 1115.,true,,,,,weak,below footnote rule without a printed note label
484,ocr/beck2020_fresh/images/beck-0484.png,287 1364 1448 1365,26,225 1410 1331 1462,iQuinces —. κυδώνια L 115,true,,,,,weak,below footnote rule without a printed note label
484,ocr/beck2020_fresh/images/beck-0484.png,287 1364 1448 1365,27,225 1458 1347 1512,Radish pagavíc IL 112,true,,,,,weak,below footnote rule without a printed note label
484,ocr/beck2020_fresh/images/beck-0484.png,287 1364 1448 1365,28,221 1506 1341 1562,Raisin ἀσταφίς V3,true,,,,,weak,below footnote rule without a printed note label
485,ocr/beck2020_fresh/images/beck-0485.png,307 1354 1384 1360,19,193 1450 550 1508,Raphanus sativus (LSJ),true,,,,,weak,below footnote rule without a printed note label
486,ocr/beck2020_fresh/images/beck-0486.png,229 1360 1447 1362,26,226 1410 1338 1459,"Rice-wheat. ὄλυρα Ir, 91 ᾿",true,,,,,weak,below footnote rule without a printed note label
486,ocr/beck2020_fresh/images/beck-0486.png,229 1360 1447 1362,27,228 1458 1309 1505,"Rock rose λῆδον 1, 97",true,,,,,weak,below footnote rule without a printed note label
486,ocr/beck2020_fresh/images/beck-0486.png,229 1360 1447 1362,28,225 1506 1310 1554,[Rock rose ᾿ κίσσαρος IL 97,true,,,,,weak,below footnote rule without a printed note label
487,ocr/beck2020_fresh/images/beck-0487.png,222 1355 1432 1361,10,192 1415 559 1449,Triticum dicoccum (LSJ),true,,,,,weak,below footnote rule without a printed note label
487,ocr/beck2020_fresh/images/beck-0487.png,222 1355 1432 1361,11,186 1454 621 1497,|Cistus creticus L. (A. p. 141),true,,,,,weak,below footnote rule without a printed note label
487,ocr/beck2020_fresh/images/beck-0487.png,222 1355 1432 1361,12,186 1502 543 1554,ICistus. L. sp. (A. p. 68),true,,,,,weak,below footnote rule without a printed note label
488,ocr/beck2020_fresh/images/beck-0488.png,231 1357 1440 1360,25,223 1365 1332 1408,"Salsify τραγοπώγων Il, 143",true,,,,,weak,below footnote rule without a printed note label
488,ocr/beck2020_fresh/images/beck-0488.png,231 1357 1440 1360,26,223 1408 1332 1455,"Salsify —. κόμη II, 143",true,,,,,weak,below footnote rule without a printed note label
488,ocr/beck2020_fresh/images/beck-0488.png,231 1357 1440 1360,27,224 1465 1284 1504,Sampharitic spikenard Σαμφαριτικὴ vapsog ——— L7,true,,,,,weak,below footnote rule without a printed note label
488,ocr/beck2020_fresh/images/beck-0488.png,231 1357 1440 1360,28,217 1509 1333 1556,"|samphire κρῆθμον II, 129",true,,,,,weak,below footnote rule without a printed note label
489,ocr/beck2020_fresh/images/beck-0489.png,283 1354 1462 1358,25,164 1399 711 1456,Tragopogon porrifolius L. (A. p. 73),true,,,,,weak,below footnote rule without a printed note label
489,ocr/beck2020_fresh/images/beck-0489.png,283 1354 1462 1358,26,165 1494 682 1551,Crithmum maritimum L. (A. p. 78),true,,,,,weak,below footnote rule without a printed note label
490,ocr/beck2020_fresh/images/beck-0490.png,236 1355 1439 1359,25,222 1363 1346 1407,"Silver sage Αἰθιοπίς TV, 104",true,,,,,weak,below footnote rule without a printed note label
490,ocr/beck2020_fresh/images/beck-0490.png,236 1355 1439 1359,26,223 1403 1329 1455,"Sleepy nightshade u στρύχνον ὑπνωτικόν IV, 72",true,,,,,weak,below footnote rule without a printed note label
490,ocr/beck2020_fresh/images/beck-0490.png,236 1355 1439 1359,27,223 1451 1329 1503,"Sleepy nightshade κακκαλία ἢ IV, 72",true,,,,,weak,below footnote rule without a printed note label
490,ocr/beck2020_fresh/images/beck-0490.png,236 1355 1439 1359,28,217 1503 1329 1551,"Sleepy nightshade 7 ἁλικάκκαβον 7 IV, 72",true,,,,,weak,below footnote rule without a printed note label
491,ocr/beck2020_fresh/images/beck-0491.png,228 1354 1464 1358,23,169 1399 716 1450,Withania somnifera Dun. (A. p. 251),true,,,,,weak,below footnote rule without a printed note label
492,ocr/beck2020_fresh/images/beck-0492.png,207 1358 617 1360,25,219 1367 1341 1409,"Spurge χαρακίας IV, 164",true,,,,,weak,below footnote rule without a printed note label
492,ocr/beck2020_fresh/images/beck-0492.png,207 1358 617 1360,26,219 1414 1342 1457,"Spurge τιθύμαλλος IV, 164",true,,,,,weak,below footnote rule without a printed note label
492,ocr/beck2020_fresh/images/beck-0492.png,207 1358 617 1360,27,219 1463 1342 1506,"Spurge τιθυμαλλίς IV, 164",true,,,,,weak,below footnote rule without a printed note label
492,ocr/beck2020_fresh/images/beck-0492.png,207 1358 617 1360,28,219 1503 1342 1554,"Spurge πλατύφυλλος IV, 164",true,,,,,weak,below footnote rule without a printed note label
494,ocr/beck2020_fresh/images/beck-0494.png,200 1356 1428 1357,25,211 1364 1333 1405,"St. John's wort Διονυσιάς ΠῚ, 156",true,,,,,weak,below footnote rule without a printed note label
494,ocr/beck2020_fresh/images/beck-0494.png,200 1356 1428 1357,26,211 1412 1332 1453,"St. John's wort ἄσκυρον IIT, 155",true,,,,,weak,below footnote rule without a printed note label
